Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
1,0.2511391514949842,0.4394740374719537,0.23455840147951157,0,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.2511391514949842,0.3995218522472306,0.17794085629480189,0,1,1.0,0.0,2,0,1.0,1,0.3333333333333333,0.0,2,3,1
1,0.30136698179398114,0.5393545005337614,0.25073484296085724,1,1,1.0,0.6388888888888888,1,0,0.0,0,0.0,0.0,2,3,1
1,0.6529617938869591,0.49940231530903834,0.3154406088862397,0,1,1.0,0.6388888888888888,2,0,1.0,0,0.3333333333333333,0.5,1,3,6
0,0.30136698179398114,0.25968920396070017,0.11323509036941937,1,1,0.5,1.0,1,0,0.5,0,0.3333333333333333,0.5,3,3,1
1,0.45205047269097165,0.33959357441014637,0.15367619407278343,0,0,0.5,0.6388888888888888,2,0,0.0,0,0.3333333333333333,0.0,3,3,1
0,0.2511391514949842,0.3995218522472306,0.13749975259143782,1,1,1.0,0.6388888888888888,1,1,1.0,1,0.3333333333333333,1.0,1,3,1
0,1.0,0.3995218522472306,0.218381959998166,0,1,1.0,0.6388888888888888,0,0,0.5,0,0.3333333333333333,0.5,1,3,1
1,0.8036452847839496,0.6392349635955692,0.5661754518470969,1,1,1.0,0.6388888888888888,2,0,0.0,0,0.6666666666666666,0.0,2,0,2
1,0.5022783029899683,0.49940231530903834,0.2911759466642213,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,2,0,5
1,0.5525061332889653,0.6791871488202923,0.2669112844422028,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.5,2,3,1
1,1.0,0.29964138918542327,0.3316170503675854,1,0,0.5,0.6388888888888888,2,1,1.0,0,0.0,0.0,3,2,2
1,0.8538731150829463,0.6192588709832076,0.2911759466642213,1,0,1.0,0.6388888888888888,0,0,1.0,1,1.0,0.0,3,1,1
1,0.5525061332889653,0.49940231530903834,0.23455840147951157,0,1,0.5,0.6388888888888888,1,0,0.5,0,0.0,0.5,3,3,1
1,0.45205047269097165,0.8789480749439069,0.21029373925749317,1,1,1.0,0.6388888888888888,1,0,1.0,0,0.3333333333333333,0.5,2,3,0
1,0.5525061332889653,0.8389958897191843,0.218381959998166,0,1,1.0,0.6388888888888888,0,0,0.5,0,0.6666666666666666,0.0,1,3,1
1,0.45205047269097165,0.5793066857584845,0.4408080303666684,0,1,0.5,0.6388888888888888,1,1,0.0,0,0.3333333333333333,0.5,1,0,2
0,1.0,0.45945013008431523,0.2911759466642213,0,1,1.0,0.0,2,0,0.0,0,0.0,0.0,2,0,5
1,0.40182264239197474,0.3196174817977848,0.22647018073883873,1,0,0.5,1.0,2,0,1.0,1,0.6666666666666666,1.0,2,3,5
1,0.3515948120929778,0.33959357441014637,0.25073484296085724,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,0.5022783029899683,0.21973701873597706,0.09705864888807375,0,0,1.0,0.6388888888888888,1,0,0.5,0,0.6666666666666666,1.0,1,3,1
0,1.0,0.3595696670225075,0.3316170503675854,1,0,1.0,0.6388888888888888,2,0,0.0,0,0.0,0.0,2,0,2
0,0.6529617938869591,0.29964138918542327,0.17794085629480189,0,1,1.0,0.6388888888888888,0,0,0.5,0,0.0,0.0,2,0,1
0,0.9041009453819432,0.4394740374719537,0.4124992577743135,1,1,1.0,0.0,2,0,0.5,0,0.6666666666666666,0.0,2,0,2
1,0.5525061332889653,0.6592110562079307,0.3154406088862397,1,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.5,2,3,1
0,0.8036452847839496,0.33959357441014637,0.16176441481345627,1,1,1.0,0.6388888888888888,2,0,0.5,0,0.6666666666666666,0.0,2,0,1
0,1.0,0.09988046306180776,0.1698526355541291,1,1,0.5,0.0,0,1,0.5,0,0.0,0.0,2,0,5
1,1.0,0.4794262226966768,0.3639699333302766,1,0,0.5,0.6388888888888888,2,0,1.0,0,0.6666666666666666,0.0,3,0,6
1,0.40182264239197474,0.5793066857584845,0.44485214073700474,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.0,0.0,2,3,2
0,0.8538731150829463,0.45945013008431523,0.1941172977761475,1,1,1.0,0.0,1,0,0.5,0,0.3333333333333333,0.5,2,0,1
0,1.0,0.1598087408988924,0.0485293244440369,1,0,1.0,0.6388888888888888,1,0,0.0,0,0.0,0.5,3,0,1
1,0.3515948120929778,0.4394740374719537,0.1698526355541291,1,1,0.5,0.6388888888888888,1,0,0.5,0,0.6666666666666666,0.5,2,3,1
0,1.0,0.1997609261236155,0.18602907703547467,1,0,1.0,0.6388888888888888,2,0,1.0,0,0.0,0.0,2,0,5
1,0.6529617938869591,0.37954575963486903,0.3154406088862397,1,1,0.5,0.0,2,0,0.5,0,0.0,0.0,1,0,6
1,0.30136698179398114,0.7590915192697381,0.2669112844422028,1,0,1.0,0.6388888888888888,2,1,0.0,0,0.6666666666666666,0.5,2,3,1
1,1.0,0.3995218522472306,0.3316170503675854,0,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,3,0,6
0,0.3515948120929778,0.3595696670225075,0.1698526355541291,1,1,1.0,0.6388888888888888,0,1,0.5,0,0.6666666666666666,0.0,2,3,1
1,0.5525061332889653,0.8789480749439069,0.2911759466642213,0,0,1.0,0.6388888888888888,1,0,0.5,1,1.0,0.0,3,3,1
1,1.0,0.6392349635955692,0.37205815407094944,1,0,1.0,0.6388888888888888,1,0,1.0,0,0.6666666666666666,0.5,2,0,6
1,0.8036452847839496,0.9388763527809916,0.736028087401226,1,0,0.5,0.6388888888888888,2,1,0.0,0,0.3333333333333333,0.0,2,3,3
0,0.7534174544849527,0.5793066857584845,0.2669112844422028,1,0,1.0,0.6388888888888888,0,0,0.5,0,0.0,0.0,2,0,1
1,0.30136698179398114,0.3995218522472306,0.3316170503675854,1,0,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,1.0,3,4,6
0,0.40182264239197474,0.559330593146123,0.32352882962691254,1,1,0.5,0.0,2,0,0.5,0,0.3333333333333333,0.0,2,3,5
0,1.0,0.3595696670225075,0.30735238814556687,1,1,0.5,0.6388888888888888,1,0,0.0,0,0.0,0.0,3,0,6
1,0.40182264239197474,0.5393545005337614,0.34779349184893094,0,1,0.5,0.0,2,0,0.5,0,0.6666666666666666,0.5,2,3,6
1,0.20091132119598742,0.29964138918542327,0.15367619407278343,1,1,0.5,0.6388888888888888,1,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.45205047269097165,0.3995218522472306,0.16176441481345627,0,0,1.0,0.0,2,0,0.5,0,0.3333333333333333,1.0,2,3,1
1,0.20091132119598742,0.5793066857584845,0.20220551851682034,0,0,1.0,0.6388888888888888,2,0,0.5,1,0.0,0.5,3,3,1
0,1.0,0.37954575963486903,0.16823499140599452,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.6666666666666666,0.0,3,3,1
0,0.20091132119598742,0.23971311134833861,0.0727939866660553,1,1,1.0,0.0,0,0,0.0,0,0.3333333333333333,0.0,3,3,1
1,0.40182264239197474,0.7790676118820996,0.3639699333302766,1,1,1.0,0.6388888888888888,1,0,0.5,1,1.0,0.0,2,3,1
1,0.6027339635879622,0.91890026016863,0.3639699333302766,1,1,1.0,0.6388888888888888,1,1,0.5,0,0.6666666666666666,1.0,1,3,1
0,0.20091132119598742,0.25968920396070017,0.0727939866660553,0,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,3,3,1
0,0.45205047269097165,0.45945013008431523,0.22647018073883873,1,1,0.5,0.6388888888888888,1,0,0.0,0,0.0,0.0,2,3,1
0,0.40182264239197474,0.45945013008431523,0.10514686962874659,0,1,1.0,0.6388888888888888,1,0,0.5,0,0.0,0.5,3,3,0
0,0.45205047269097165,0.059928277837084654,0.1698526355541291,1,1,0.5,0.0,2,1,0.0,0,0.0,0.0,2,3,6
0,0.8538731150829463,0.33959357441014637,0.23455840147951157,0,0,1.0,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,2,0,5
1,1.0,0.6592110562079307,0.4610285822183503,1,0,0.5,0.6388888888888888,2,0,1.0,0,0.3333333333333333,0.0,1,0,2
1,0.5525061332889653,0.6592110562079307,0.477205023699696,1,0,0.5,0.6388888888888888,2,0,1.0,0,1.0,1.0,3,3,2
1,1.0,0.6592110562079307,0.5338225688844057,1,1,1.0,0.0,3,0,1.0,0,1.0,0.5,1,0,2
0,0.9543287756809401,0.3595696670225075,0.18602907703547467,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.5,3,3,1
1,0.30136698179398114,0.29964138918542327,0.13749975259143782,0,1,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
1,0.6027339635879622,0.5992827783708461,0.3316170503675854,1,1,1.0,0.0,1,1,0.5,1,0.6666666666666666,0.0,2,3,5
1,0.30136698179398114,0.7590915192697381,0.37205815407094944,1,0,1.0,0.6388888888888888,2,0,1.0,1,1.0,0.0,2,0,5
1,0.30136698179398114,0.6592110562079307,0.23455840147951157,0,0,0.5,0.0,1,0,1.0,1,0.6666666666666666,0.5,3,3,1
0,0.45205047269097165,0.29964138918542327,0.35588171258960377,1,1,1.0,0.6388888888888888,1,0,1.0,0,1.0,0.0,3,3,2
1,0.2511391514949842,0.6991632414326534,0.37205815407094944,1,1,1.0,0.6388888888888888,2,0,0.5,0,0.3333333333333333,0.5,2,4,5
1,0.40182264239197474,0.5992827783708461,0.28308772592354847,1,0,0.5,0.6388888888888888,2,0,0.5,0,0.3333333333333333,1.0,2,1,1
1,1.0,0.5992827783708461,0.6389694385131522,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.0,0.0,2,1,3
0,0.20091132119598742,0.2796652965730617,0.008088220740672836,1,1,0.5,0.0,1,0,0.0,0,0.0,1.0,3,3,0
0,0.45205047269097165,0.41949794485959213,0.1698526355541291,1,1,0.5,0.0,2,0,0.0,0,0.3333333333333333,0.5,2,3,1
